VNUM	LOCALE_NAME
51545	Cor Saphirum (kor)
51546	Cor Granatum (kor)
51547	Cor Atrum (kor)
51548	Cor Draconis (kusursuz)
51549	Cor Draconis (sonsuz)
51550	Cor Diamas (sonsuz)
51551	Cor Rubinum (sonsuz)
51552	Cor Jadeit (sonsuz)
51553	Cor Saphirum (sonsuz)
51554	Cor Granatum (sonsuz)
51555	Cor Atrum (sonsuz)
51556	Cor Diamas (destansý)
51557	Cor Rubinum (destansý)
51558	Cor Jadeit (destansý)
51559	Cor Saphirum (destansý)
51560	Cor Granatum (destansý)
51561	Cor Atrum (destansý)
51562	Cor Draconis (epik)
51563	Cor Diamas (epik)
51564	Cor Rubinum (epik)
51565	Cor Jadeit (epik)
51566	Cor Saphirum (epik)
51567	Cor Granatum (epik)
51568	Cor Atrum (epik)
51569	Cor Draconis (tanrýsal)
51570	Cor Diamas (tanrýsal)
51571	Cor Rubinum (tanrýsal)
51572	Cor Jadeit (tanrýsal)
51573	Cor Saphirum (tanrýsal)
51574	Cor Granatum (tanrýsal)
51575	Cor Atrum (tanrýsal)
51576	Cor Draconis+ (normal)
51577	Cor Diamas+ (normal)
51578	Cor Rubinum+ (normal)
51579	Cor Jadeit+ (normal)
51580	Cor Saphirum+ (normal)
51581	Cor Granatum+ (normal)
51582	Cor Atrum+ (normal)
51583	Cor Draconis+ (soylu)
51584	Cor Diamas+ (soylu)
51585	Cor Rubinum+ (soylu)
51586	Cor Jadeit+ (soylu)
51587	Cor Saphirum+ (soylu)
51588	Cor Granatum+ (soylu)
51589	Cor Atrum+ (soylu)
51590	Cor Draconis+ (deðerli)
51591	Cor Diamas+ (deðerli)
51592	Cor Rubinum+ (deðerli)
51593	Cor Jadeit+ (deðerli)
51594	Cor Saphirum+ (deðerli)
51595	Cor Granatum+ (deðerli)
51596	Cor Atrum+ (deðerli)
51597	Cor Draconis+ (kusursuz)
51598	Cor Diamas+ (kusursuz)
51599	Cor Rubinum+ (kusursuz)
51600	Cor Jadeit+ (kusursuz)
51601	Cor Saphirum+ (kusursuz)
51602	Cor Granatum+ (kusursuz)
51603	Cor Atrum+ (kusursuz)
51604	Cor Draconis+ (kor)
51605	Cor Diamas+ (kor)
51606	Cor Rubinum+ (kor)
51607	Cor Jadeit+ (kor)
51608	Cor Saphirum+ (kor)
51609	Cor Granatum+ (kor)
51610	Cor Atrum+ (kor)
51611	Cor Draconis+ (sonsuz)
51612	Cor Diamas+ (sonsuz)
51613	Cor Rubinum+ (sonsuz)
51614	Cor Jadeit+ (sonsuz)
51615	Cor Saphirum+ (sonsuz)
51616	Cor Granatum+ (sonsuz)
51617	Cor Atrum+ (sonsuz)
51618	Cor Draconis+ (destansý)
51619	Cor Diamas+ (destansý)
51620	Cor Rubinum+ (destansý)
51621	Cor Jadeit+ (destansý)
51622	Cor Saphirum+ (destansý)
51623	Cor Granatum+ (destansý)
51624	Cor Atrum+ (destansý)
51625	Cor Draconis+ (epik)
51626	Cor Diamas+ (epik)
51627	Cor Rubinum+ (epik)
51628	Cor Jadeit+ (epik)
51629	Cor Saphirum+ (epik)
51630	Cor Granatum+ (epik)
51631	Cor Atrum+ (epik)
51632	Cor Draconis+ (tanrýsal)
51633	Cor Diamas+ (tanrýsal)
51634	Cor Rubinum+ (tanrýsal)
51635	Cor Jadeit+ (tanrýsal)
51636	Cor Saphirum+ (tanrýsal)
51637	Cor Granatum+ (tanrýsal)
51638	Cor Atrum+ (tanrýsal)
51639	Ejderha Kutusu
51640	Ejderha Kutusu+
51641	Ejderha Kutusu+ (renkli)
51642	Ejderha Kutusu (renkli)
51643	Soylu Ejderha Kutusu
51644	Soylu Ejderha Kutusu+
51645	Syl. Ej. Kutusu+(renkli)
51646	Syl. Ejd. Kutusu(renkli
52701	Aslan Sertifikasý
52702	Kaplan Sertifikasý
52703	Yaban Domuzu Sertifikasý
52704	Kurt Sertifikasý
52705	RenGeyiði Sertifikasý(e)
52706	RenGeyiði Sertifikasý(k)
52707	Ejdercik Sertifikasý
52708	Moa Sertifikasý
52400	Yaban Domuzu Sertifikasý
52401	Kurt Sertifikasý
52402	Kaplan Sertifikasý
52403	Aslan Sertifikasý
52404	RenGeyiði Sertifikasý(e)
52405	RenGeyiði Sertifikasý(k)
52406	Ejdercik Sertifikasý
52407	Moa Serfitikasý
52800	Kostüm Sandýðý
52801	Saç Sandýðý
52802	Efsun Sandýðý
52803	Cufar cu Obiecte
53002	Ren Geyiði Yavrusu Mührü
53003	Buz Ankasý Mührü
53005	Yavru Azrail
53006	Yavru Azrail (altýn)
53007	Bambi Mührü
53008	Knuud Mührü
53009	Bao Bao Mührü
53010	Leonidas Mührü
53011	Khan Mührü
53012	Porki Mührü
53013	Rufus Mührü
53014	Cellatcýk Mührü
53015	Cellatcýk Mührü (altýn)
53016	Boney Mührü
53017	Yeþim Ankasý Mührü
53018	Kar Leonidas Mührü
53019	Arktik Khan Mührü
53020	Kutup Porki Mührü
53022	Sheldon Mührü
53023	Cooper Mührü
53024	Panter Yavrusu (7 gün)
53025	Leopar Yavrusu (7 gün)
53222	Balkabaðý Mührü
53223	Küçük Süpürgeci Mührü
53224	Kar Tanesi Mührü
53225	Çancýk Mührü
53226	Cupido Mührü
53227	Öfkeli Kalp Mührü
53228	Hilal Mavi Mührü
53229	Hilal Kýrmýzý Mührü
53230	Mavi Koç
53231	Beyaz Kuzucuk
53232	Yavru Huashin
53233	Bruce Mührü
53234	Wayne Mührü
53235	Robin Mührü
53236	Valentino+
53237	Valentinia+
53238	Valentino
53239	Valentinia
53240	Ay feneri (mavi)
53241	Ay feneri (turuncu)
53242	Bonsa mührü+
53243	+Bonsa mührü+
53244	Bayan Jiangshi Mührü
53245	Bay Jiangshi Mührü
53246	Genç Jiangshi Mührü
53247	Kýrmýzý Elf Mührü
53248	Yeþil Elf Mührü
53249	Kýrmýzý Elf Mührü
53250	Donni Mührü
53251	Donni Mührü
53256	Bonsa mührü
53258	Renkli fener
53259	Yeþil fener
53260	Osvald Bey Mührü
53261	Cobblepot Bey Mührü
53262	Chesterfield Bey Mührü
53263	Griffy Mührü
53264	Nogaj Mührü
53268	Lycan Maddäus
53269	Lycaninho
53270	Küçük Catenaccio
53301	Hilal Mavi Mührü (B)
53302	Hilal Kýrmýzý Mührü (B)
53501	Ateþ Ankasý Kafesi
53502	Ren Geyiði Yavrusu Sand.
53503	Buz Ankasý Kafesi
53504	NoNAme
53505	Yavru Azrail Sandýðý
53506	Yavru Azrail Sand(altýn)
53507	Bambi Sandýðý
53508	Knuud Sandýðý
53509	Bao Bao Sandýðý
53510	Leonidas Sandýðý
53511	Khan Sandýðý
53512	Porki Sandýðý
53513	Rufus Sandýðý
53514	Cellatçýk Sandýðý
53515	Cellatçýk Sandýðý(altýn)
53516	Kemik Sandýk
53517	Yeþim Kafesi
53518	Kar Leonidas
53519	Arktik Khan
53520	Kutup Porki
53521	Ayaz Rufus
53522	Sheldon Yuvasý
53523	Tavþan Kafesi
53526	Kutu Pepita
53527	Balkabaðý Kafasý Kafesi
53528	Süpürge Odasý
53529	Kar Tanesi Buzluðu
53530	Çancýk Buzluðu
53531	Cupido Sandýðý
53532	Öfkeli Kalp Sandýðý
54041	NoNAme
54042	NoNAme
54043	Çýrak Sandýðý I
60001	Safra
60002	Depo Bekçisinin Notu
60003	Kahramanlýk Sembolu
69000	Darbenin Sýrrý
69010	Chi Sýrrý
69020	Ruh Vuruþu Sýrrý
69030	Saldýrý Hamlesi Sýrrý
69040	Kamuflaj Sýrrý
69050	Yay Sýrrý
69060	Hafif Adým Sýrrý
69070	Hýzlý Saldýrý Sýrrý
69080	Karanlýk Vuruþ Sýrrý
69090	Ejderha Dönüþü Sýrrý
69100	Cennet ve Dünya Sýrrý
69110	Büyülü Kýlýç Sýrrý
69120	Uçan Týlsým Sýrrý
69130	Tedavi Sýrrý
69140	Ejderha Yardýmý Sýrrý
69150	Kutsama Sýrrý
70001	Tanrýçanýn Taþ Bebeði
70002	Üçüncü El
70003	Liderin Kitabý
70004	Çalýþkanlýk Madalyasý
70005	Tecrübe Yüzüðü
70006	Lisan Yüzüðü
70007	Çarpýklýk Yüzüðü
70008	Beyaz Bayrak
70009	Define Sandýðý
70010	Depo Bileti
70011	Yükseltme Þiþesi
70012	Tanrýçanýn Gözyaþý
70013	Dev Tanrýçanýn Gözyaþý
70014	Kan Hapý
70015	Won Sepeti
70016	Kýzýlderili Bilekliði
70017	Kýymetli Bileklik
70018	Anka Küpe
70019	Milyonerin Kolyesi
70020	Þeftali Çiçeði Þurubu
70021	Meleðin Kutsamasý
70022	Beranýn Kalbi
70023	Erdemli Adamýn Deðneði
70024	Kutsama Küresi
70025	Ýtibar Yüzüðü
70026	Gizlenme Aynasý
70027	Demircinin Notu
70028	Erdemli Adamýn Notu
70029	Cesaret Pelerini
70030	Kýrmýzý Monokl
70031	Eskrim Broþürü
70032	Çift el Kýlýç Klavuzu
70033	Tek El Kýlýç Kýlavuzu
70034	Hançer Kullaným Kýlavuzu
70035	Büyülü Bakýr
70036	Gururlu Öðrencinin Notu
70037	Unutkanlýk Kitabý
70038	Cesaret Pelerini
70039	Demircinin El Kitabý
70040	Ork Ýnatçýlýðý
70041	Öðrencinin Yumruðu
70042	Þeytanýn Kýymýðý
70043	Hýrsýz Eldiveni
70044	Kara Lordun boynuzu
70045	Kara Lordun Diþi
70046	Ejderha Tanrýsýnýn Kabý
70047	Lisan Yüzüðü(Örnek)
70048	Kaçaðýn Pelerini
70049	Lucy`nin Yüzüðü
70050	Bilge Kralýn Sembolü
70051	Bilge Kralýn Eldiveni
70052	Karma Muskasý1
70053	Karma Muskasý2
70054	Karma Muskasý
70056	Nar Suyu+
70057	Cesaret Pelerini
70058	Iþýnlama yüzüðü
70101	Kader Kitabý
70102	Zen Fasulye
70103	Sutra
70104	Dönüþüm Küresi
70105	Dönüþüm Küresi
70106	Dönüþüm Küresi
70107	Dönüþüm Küresi
70201	Saç Boyasý Temizleyici
70202	Beyaz Saç Boyasý
70203	Sarý Saç Boyasý
70204	Kýrmýzý Saç Boyasý
70205	Kahverengi Saç Boyasý
70206	Siyah Saç Boyasý
70207	Saç Boyasý Temizleyici
70208	Kahverengi Boya
70251	Kýrmýzý Ot
70252	Mavi Ot
70253	Yeþil Ot
70254	Mor Ot
70301	Söz Yüzüðü
70302	Nikah Yüzüðü
71000	Eðitim Dönüþüm Parþömeni
71001	Kötü Ruh Kovma Kaðýdý
71002	Statü Sýfýrlama Kaðýdý
71003	Beceri Sýfýrlama Kaðýdý
71004	Ejderha Madalyasý
71005	Lisan Yüzüðü
71006	Lisan Yüzüðü
71007	Lisan Yüzüðü
71008	Balýkçýlýk Klavuzu
71009	Geniþletilmiþ Depo
71010	Üçüncü El
71011	Duygu Maskesi
71012	Liderin Kitabý
71013	Havai Fiþekler
71014	Saldýrý Ýksiri +10
71015	Tecrübe Yüzüðü
71016	Hýrsýz Eldiveni
71017	Altýn Þans Parasý
71018	Yaþam Kutsamasý
71019	Sihir Kutsamasý
71020	Ejderha Kutsamasý
71021	Savaþ Kaðýdý
71022	Zeka Yenileme
71023	Yenilenen Canlýlýk
71024	Güç Unutma Kitabý
71025	Demirci Taþý
71026	Büyülü Demir Maden
71027	Ejderha Tanrý Yaþamý
71028	Ejderha Tanrý Saldýrýsý
71029	Ejderha Tanrý Zekasý
71030	Ejderha Tanrý Savunmasý
71031	Ejderha Tanrý Desteði
71032	Ejderha Parþömeni
71033	Duygu Maskesi
71034	Saldýrý Ýksiri +15
71035	Araþtýrmacýnýn Özütü
71036	Kaðýt-Ork Þefi
71037	Kaðýt-Karanlýk Lider
71038	Kaðýt-Kraliçe Örümcek
71039	Kaðýt-Kaplumbaða
71040	Kaðýt-Alev Kral
71041	Kaðýt-Dokuz Kuyruk
71042	Kaðýt-Þeytan Kral
71043	Sarý Kaplan H. Kaðýdý
71044	Kritik Ýsabet
71045	Delici Ýsabet
71047	Zihin Taþý Temizleyicisi
71048	Deðiþim Týlsýmý
71049	Ýpek Bohça
71221	Kaþmir Paketi
71050	Hýz Ýksiri
71054	Krallýklarýn Ýzi
71055	Ýsim Ýzi
71056	Cennetin Ýzi
71057	Kaðýt-F.Aðaç Damarý
71058	Kaðýt-Bakýr Damarý
71059	Kaðýt-Gümüþ Damarý
71060	Kaðýt-Altýn Damarý
71061	Yeþim Damarý Taþý
71062	Kaðýt-Abanoz Damarý
71063	Kaðýt-Midye yýðýný
71064	Kaðýt-BeyazAltýn Damarý
71065	Kaðýt-Kristal Damarý
71066	Kuvars Damarý Taþý
71067	Kaðýt-Cennet Gyþ.Damarý
71068	Sevgililerin Kuþtüyü
71069	Uyum Küpesi
71070	Sevgi Bileziði
71071	Sevgi Küpesi
71072	Uyum Bileziði
71073	Sevgi Kolyesi
71074	Uyum Kolyesi
71075	Saç Boyasý(Beyaz)
71076	Saç Boyasý(Sarýþýn)
71077	Saç Boyasý(Kýrmýzý)
71078	Saç Boyasý(Kahverengi)
71079	Saç Boyasý(Siyah)
71080	Kaðýt - Metin Taþý(D)
71081	Kaðýt - Metin Taþý(N)
71082	Kaðýt - Metin Taþý(Y)
71083	Taþ Sanatý Kitabý
71084	Efsun Nesnesi
71085	Arttýrma Kaðýdý
71086	Seviye Yük.Görevi(20~29)
71087	Seviye Yük.Görevi(30~39)
71088	Görev Kitabý(Kolay)
71089	Görev Kitabý(Normal)
71090	Görev Kitabý(Zor)
71091	Ýþaret Bandý
71092	Dönüþüm Kitabý
71093	Dönüþüm Küresi
71094	Münzevi Tavsiyesi
71095	Geçit Bileti
71096	Geçiþ Tahtasý
71099	Yer Deðiþtirme Yüzüðü
71100	Bilgi Deðiþim Kaðýdý
71101	Soðutma Ýksiri
71102	NoNAme
71103	Tekrar Daðýtma (VIT)
71104	Tekrar dðtma kaðýdý(INT)
71105	Tekrar Daðýtma (STR)
71106	Tekrar Dðtma Kaðýdý(DEX)
71107	Yaþam Meyvesi
71108	Nar Suyu
71109	Düzeltme Kaðýdý
71110	At þekeri
71113	Ýçgörü Küresi
71114	Yaban Domuzu Mührü(sarý)
71115	Yaban Domuzu Mührü(mavi)
71116	Kurt Mührü (sarý)
71117	Kurt Mührü (mavi)
71118	Kaplan Mührü (sarý)
71119	Kaplan Mührü (mavi)
71120	Aslan Mührü (sarý)
71121	Aslan Mührü (mavi)
71122	NoNAme
71123	Ejderha Pulu
72124	Lanetli Ejderha Pulu
72129	Mistik Ejderha Pulu
71124	Beyaz Aslan
71125	Savaþ Yaban Domuzu Mührü
71126	Kýzgýn Kurt Mührü
71127	Vahþi Kaplan Mührü
71128	Yýrtýcý Aslan Mührü
71129	Ejderha Pençesi
72224	Lanetli Ejderha Pençesi
72229	Mistik Ejderha Pençesi
71130	Geçit Bileti
71131	Kara Yaðýz Atý Mührü
71132	Kara Yaðýz Atý Mührü
71133	Kara Yaðýz Atý Mührü
71134	Kara Yaðýz Atý Mührü
71135	Hilal Yüzüðü
71136	Güçlü Lolipop
71137	Kral Kaplaný Mührü(mavi)
71138	KralKaplanýMührü(kýrmzý)
71139	KralKaplanýMührü(altýn)
71140	KralKaplanýMührü(yeþil)
71141	Kral Kaplaný Mührü(gri)
71142	KralKaplanýMührü(Beyaz)
71143	Mutluluk Yüzüðü
71144	Noel Sandýðý
71146	Amorun Sandýðý (pembe)
71147	Amorun Sandýðý (mavi)
71148	Ýrade Gücü Yüzüðü
71149	Ölümcül Gücün Yüzüðü
71150	Büyülü Yumurta
71151	Yeþil Efsun
71152	Yeþil Güç
71153	Bilgelik Ýksiri
71154	Yükseliþ Ýksiri (3 sa.)
71155	Bilgelik Ýksiri (3 sa.)
71156	Ruh Ýksiri (3 sa.)
71157	NoNAme
71158	Kahramanlýk Madalyonu
71159	Milonun Sandýðý
71160	Athenanýn Sandýðý
71161	Equus Purpur
71164	Kuyruklu Yýldýz Mührü
71165	Kutup Predatör Mührü
71166	Zýrhlý Panda Mührü
71171	Tekboynuz Mührü
71172	Kabus Mührü
71173	Iþýnlanma Parþömeni
71174	Nemere Bileti
71175	Razadör Bileti
71176	Siyah Panter
71177	Leopar Mührü
71178	Ay Ansiklopedisi/k
71179	Ay Ansiklopedisi/b
71180	Yükseliþ Ýksiri (3 sa.)
71181	Bilgelik Ýksiri (3 sa.)
71520	Yeþil Ýnci
71521	Pembe Ýnci
71522	Altýn Ýnci
72001	Tecrübe Yüzüðü
72002	Tecrübe Yüzüðü
72003	Tecrübe Yüzüðü
72004	Hýrsýz Eldiveni
72005	Hýrsýz Eldiveni
72006	Hýrsýz Eldiveni
72007	Ýpek Bohça
72008	Ýpek Bohça
72009	Ýpek Bohça
72010	Sevgi Kuþu Tüyü
72011	Sevgi Kuþu Tüyü
72012	Sevgi Kuþu Tüyü
72013	Balýkçýlýk Klavuzu
72014	Balýkçýlýk Klavuzu
72015	Balýkçýlýk Klavuzu
72016	Üçüncü El
72017	Üçüncü El
72018	Üçüncü El
72019	Geniþletilmiþ Depo
72020	Geniþletilmiþ Depo
72021	Geniþletilmiþ Depo
72022	Altýn Þans Parasý
72023	Altýn Þans Parasý
72024	Altýn Þans Parasý
72025	Delici Ýsabet
72026	Delici Ýsabet
72027	Kritik Ýsabet
72028	Duygu Maskesi
72029	Duygu Maskesi
72030	Duygu Maskesi
72031	Ejderha Tanrý Saldýrý
72032	Ejderha Tanrý Saldýrý
72033	Ejderha Tanrý Saldýrý
72034	Ejderha Tanrý Savunma
72035	Ejderha Tanrý Savunma
72036	Ejderha Tanrý Savunma
72037	Ejderha Tanrý Yaþam
72038	Ejderha Tanrý Yaþam
72039	Ejderha Tanrý Yaþam
72040	Ejderha Tanrý Zekasý
72041	Ejderha Tanrý Zekasý
72042	Ejderha Tanrý Zekasý
72043	Liderin kitabý
72044	Liderin kitabý
72045	Liderin kitabý
72046	Kritik Ýsabet
72047	Kritik Ýsabet
72048	Kritik Ýsabet
72049	Tecrübe Yüzüðü
72050	Tecrübe Yüzüðü
72301	Kutsama Kaðýdý
72302	Liderin Kitabý
72303	Tecrübe Yüzüðü
72304	Kutsama Küresi
72305	Gizlenme Aynasý
72306	Demircinin Notu
72307	Erdemli Adamýn Notu
72308	Büyülü Bakýr
72309	Demircinin El Kitabý
72310	Kötü Ruh Kovma Kaðýdý
72311	Ejderha kutsamasý
72312	Ejderha Tanrý Saldýrýsý
72313	Ejderha Tanrý Savunmasý
72314	Ejderha Parþömeni
72501	Tecrübe Yüzüðü(iCafe)
72502	Hýrsýz Eldiveni(iCafe)
72701	Rüzgarýn Ayakkabýlarý
72702	RüzgarAyakkb.+(tcrti var)
72703	Kaplan Kemiði Küpesi
72704	Ejder Kemiði Küpesi
72705	Kaplan Kemiði Bilelik
72706	Ejder Kemiði Bilezik
72709	Kaplan Kemiði Küpesi
72710	Ejder Kemiði Küpesi
72711	Kaplan Kemiði Bilezik
72712	Ejder Kemiði Bilezik
72723	Güneþ Özütü (K)
72724	Güneþ Özütü (O)
72725	Güneþ Özütü (B)
72726	Güneþ Özütü (Ö)
72727	Ay Özütü (K)
72728	Ay Özütü (O)
72729	Ay Özütü (B)
72730	Ay Özütü (Ö)
73001	Havalý Kýsa Saç (kýzýl)
73002	Havalý Kýsa Saç (açýk)
73003	Havalý Kýsa Saç (mavi)
73004	Havalý Kýsa Saç (kahve)
73005	Bandana (kýzýl)
73006	Bandana (ekoseli kahve)
73007	Bandana (mavi)
73008	Bandana (ekoseli yeþil)
73009	Uzun saç (siyah)
73010	Uzun saç (kýzýl)
73011	Uzun saç (açýk kahve)
73012	Uzun saç (açýk yeþil)
73251	At kuyruðu (kahve)
73252	At kuyruðu (yeþil)
73253	At kuyruðu (mavi)
73254	At kuyruðu (fildiþi)
73255	Güzel Kýsa Saç (kýzýl)
73256	Güzel Kýsa Saç (kahve)
73257	Güzel Kýsa Saç (açýk)
73258	Güzel Kýsa Saç (bordo)
73259	Kýsa Saç stili (kýzýl
73260	Kýsa Saç stili (mavi)
73261	Kýsa Saç stili (siyah)
73262	Kýsa Saç stili (sarý)
73501	Spor Saç Stili (beyaz)
73502	Spor Saç Stili (kahve)
73503	Spor Saç Kesimi (sarý)
73504	Spor Saç Kesimi (yeþil)
73505	Karizmatik Saç (beyaz)
73506	Karizmatik Saç (kýzýl)
73507	Karizmatik Saç (siyah)
73508	Karizmatik Saç (bordo)
73509	Þýk Saç Modeli (Beyaz)
73510	Þýk Saç Modeli (mavi)
73511	Þýk Saç Modeli (Siyah)
73512	Þýk Saç Modeli (kahve)
73751	Zarif saç stili (kahve)
73752	Zarif saç stili (siyah)
73753	Zarif saç stili(mavi)
73754	Zarif saç stili (beyaz)
73755	Orta Uz. Saç (kahve)
73756	Orta Uz. Saç (siyah
73757	Orta Uz. Saç (sarý)
73758	Orta Uz. Saç (mor)
73759	Eski saç stili (kahve)
73760	Eski saç stili  (sarý)
73761	Eski saç stili  (mor)
73762	Eski saç stili  (kahve)
74001	Moda Saç Stili (kýzýl)
74002	Moda Saç Stili (açýk)
74003	Moda Saç (mavi)
74004	Moda Saç (kahve)
74005	Bandana (kýzýl)
74006	Bandana (ekoseli kahve)
74007	Bandana (mavi)
74008	Bandana (ekoseli yeþil)
74009	Uzun saç (siyah)
74010	Uzun saç (kýzýl)
74011	Uzun saç (kahve)
74012	Uzun saç (yeþil)
74013	Savaþçý Afro (e)
74014	Savaþçý Afro (e)
74015	Savaþçý(e)Samuray Miðfer
74016	Savaþçý(e)Samuray Miðfer
74017	Savaþçý Fesi (e)
74018	Savaþçý Puþisi (e)
74019	Savaþçý Kavuðu (e)
74020	Jack Pumpkin Savaþçý (e)
74251	At kuyruðu (kahve)
74252	At kuyruðu (yeþil)
74253	At kuyruðu (mavi)
74254	At kuyruðu (fildiþi)
74255	Omuz hiz. saç (kýzýl)
74256	Omuz hiz. saç  (kahve)
74257	Omuz hiz. saç  (açýk)
74258	Omuz hiz. saç  (mor)
74259	Kýsa Saç stili (kýzýl)
74260	Kýsa Saç stili (mavi)
74261	Kýsa Saç stili (siyah)
74262	Kýsa Saç stili (sarý)
74263	Ninja Afro (k)
74264	Ninja Afro (k)
74265	Ninja (k): Çiçekli Þapka
74266	Ninja (k): Çiçekli Þapka
74267	Ninja (k): Kum Peçesi
74268	Ninja (k): Çöl Puþisi
74269	Ninja Sarýðý (k)
74270	Jack Pumpkin Ninja (k)
74501	Spor Saç Stili (beyaz)
74502	Spor Saç Stili (kahve)
74503	Spor Saç Kesimi (sarý)
74504	Spor Saç Kesimi (yeþil)
74505	Karizmatik Saç (beyaz)
74506	Karizmatik Saç (kýzýl)
74507	Karizmatik Saç (siyah)
74508	Karizmatik Saç (mor)
74509	Uzun örgü (beyaz)
74510	Uzun örgü (mavi)
74511	Uzun örgü (siyah)
74512	Uzun örgü (kahve)
74513	Sura Afro (e)
74514	Sura Afro (e)
74515	Sura (e):Samuray Miðferi
74516	Sura (e):Samuray Miðferi
74517	Sura Fesi (e)
74518	Sura Puþisi (e)
74519	Sura Kavuðu (e)
74520	Jack Pumpkin Sura (e)
74521	Moda saç stili (gri)
74522	Bandana
74523	Uzun saç (sarý)
74524	Moda saç stili (altýn)
74525	Bandana (siyah)
74526	Uzun saç (yakut kýrmýzý)
74527	At Kuyruðu (kýrmýzý)
74528	Omuzda Saç/su
74529	Kýsa Saç Modeli (kahve)
74530	At Kuyruðu (kýrmýzý)
74531	Omuzda Saç/siyah
74532	Kýsa Saç Modeli (gri)
74533	Spor Saç Modeli (siyah)
74534	Karizma Saç Modeli(sarý)
74535	Uzun Saç Örgüsü (pembe)
74536	Spor Saç Modeli (mor)
74537	Karizma Saç Modeli(sarý)
74538	Uzun Saç Örgüsü (azur)
74539	Zarif Saç Stili(eflatun)
74540	Orta Uz. Saç (koyu)
74541	Eski Saç Modeli (beyaz)
74542	Zarif Saç Mod. (kýrmýzý)
74543	Orta Uz. Saç (beyaz)
74544	Eski Saç Modeli (siyah)
74545	Kabile Saç Örg.(kýrmýzý)
74546	Kabile Saç Örg. (sarý)
74547	Kabile Saç Örg. (mavi)
74548	Kabile Saç Örg.(eflatun)
74549	Kabile Saç Örg. (yeþil)
74550	Koruyucu Alýnlýk (altýn)
74551	Koruyucu Alýnlýk (siyah)
74552	KoruyucuAlýnlýk(kýrmýzý)
74553	Koruyucu Alýnlýk (mavi)
74554	Koruyucu Alýnlýk (beyaz)
74555	Koruyucu Baþlýk (altýn)
74556	Koruyucu Baþlýk (siyah)
74557	Koruyucu Baþlýk(kýrmýzý)
74558	Koruyucu Baþlýk (mavi)
74559	Koruyucu Baþlýk (yeþil)
74751	Zarif Saç Modeli (kahve)
74752	Zarif Saç Modeli (siyah)
74753	Zarif Saç Modeli  (mavi)
74754	Zarif Saç Modeli (beyaz)
74755	Orta Uz. Saç (kahve)
74756	Orta Uz. Saç (siyah)
74757	Orta Uz. Saç (sarý)
74758	Orta Uz. Saç (mor)
74759	Eski Saç Stili (kahve)
74760	Eski Saç Stili (sarýþýn)
74761	Eski Saç Stili  (mor)
74762	Eski Saç Stili  (kahve)
74763	Þaman Afro (d)
74764	Þaman Afro (d)
74765	Þaman (d): Çiçekli Þapka
74766	Þaman (d): Çiçekli Þapka
74767	Þaman (d): Kum Peçesi
74768	Þaman (d): Çöl Puþisi
74769	Þaman Sarýðý (d)
74770	Jack Pumpkin Þaman (k)
75001	Modern saç (kýzýl)
75002	Modern saç (açýk)
75003	Modern saç (mavi)
75004	Modern saç (kahve)
75005	Bandana (kahve)
75006	Bandana (sarýþýn)
75007	Bandana (mavi)
75008	Bandana (yeþil)
75009	Uzun saç (siyah)
75010	Uzun saç (kýzýl)
75011	Uzun saç (kahve)
75012	Uzun saç (yeþil)
75013	Savaþçý Afro (d)
75014	Savaþçý Afro (d)
75015	Savaþçý(d):Çiçekli Þapka
75016	Savaþçý(d):Çiçekli Þapka
75017	Savaþçý (d): Kum Peçesi
75018	Savaþçý (d): Çöl Puþisi
75019	Savaþçý Sarýðý (d)
75020	Jack Pumpkin Savaþçý (k)
75201	At kuyruðu (kahve)
75202	At kuyruðu (yeþil)
75203	At kuyruðu (mavi)
75204	At kuyruðu (gri)
75205	Omuz Hiz. Saç (kýrmýzý)
75206	Omuz Hiz. Saç (kahve)
75207	Omuz hiz. saç  (açýk)
75208	Omuz Hiz. Saç (mor)
75209	Kýsa saç (kýzýl)
75210	Kýsa saç (mavi)
75211	Kýsa saç (siyah)
75212	Kýsa saç (sarýþýn)
75213	Ninja Afro (e)
75214	Ninja Afro (e)
75215	Ninja(e):Samuray Miðferi
75216	Ninja(e):Samuray Miðferi
75217	Ninja Fesi (e)
75218	Ninja Puþisi (e)
75219	Ninja Kavuðu (e)
75220	Jack Pumpkin Ninja (e)
75401	Spor Saç Stili (gri)
75402	Spor Saç Stili  (kahve)
75403	Spor Saç Stili (sarýþýn)
75404	Spor Saç Stili  (yeþil)
75405	Karizmatik Saç (beyaz)
75406	Karizmatik Saç (kýzýl)
75407	Karizmatik Saç (siyah)
75408	Karizmatik Saç (mor)
75409	Uzun örgü (beyaz)
75410	Uzun örgü (mor)
75411	Uzun örgü (siyah)
75412	Uzun örgü (kahve)
75413	Sura Afro (k)
75414	Sura Afro (k)
75415	Sura (k): Çiçekli Þapka
75416	Sura (k): Çiçekli Þapka
75417	Sura (k): Kum Peçesi
75418	Sura (k): Çöl Puþisi
75419	Sura Sarýðý (k)
75420	Jack Pumpkin Sura (k)
75601	Gös. Saç Stili (kahve)
75602	Gös. Saç Stili  (siyah)
75603	Gös. Saç Stili  (mavi)
75604	Gös. Saç Stili  (gri)
75605	Orta Uz. Saç (kahve)
75606	Orta Uz. Saç(siyah)
75607	Orta Uz. Saç (açýk)
75608	Orta Uz. Saç(mor)
75609	Eski saç stili (kahve)
75610	Eski saç stili (açýk)
75611	Eski saç stili (mor)
